time,temperature,salinity,pH,pCO2,total_alkalinity
2024-01-01 00:00:00+00:00,10.927308166765666,33.676741458511486,8.05609434159509,441.27105831187146,2306.5196188991004
2024-01-01 01:00:00+00:00,10.837711185842196,33.638713143843034,8.029272051917527,420.629566784951,2305.9327942716313
2024-01-01 02:00:00+00:00,10.868373842987218,33.664381374307546,8.065152491963891,436.26047532297116,2306.474792974649
2024-01-01 03:00:00+00:00,10.869463658613084,33.66976924391129,8.069026496307185,409.5598651147091,2311.101012082438
2024-01-01 04:00:00+00:00,10.73107347928041,33.6619583410189,8.011266232027147,440.8849112842483,2301.1122756056643
2024-01-01 05:00:00+00:00,10.699498726328631,33.672663788646986,8.024315079336185,423.8354070129451,2305.236615168711
2024-01-01 06:00:00+00:00,11.364677073714027,33.60230918515935,8.052987211025426,426.1990121716604,2299.91619659077
2024-01-01 07:00:00+00:00,11.275613835830054,33.599446378506904,8.04417728438238,421.59783749949946,2307.1390560731793
2024-01-01 08:00:00+00:00,10.830016238647517,33.64320506583099,8.05023784608795,411.98747334152665,2305.042310150881
2024-01-01 09:00:00+00:00,11.345271136360239,33.644596305198704,8.033584723400047,419.4905563789369,2311.379850041752
2024-01-01 10:00:00+00:00,11.173439824179548,33.61959638004265,8.068305293830047,412.8231456805675,2306.023195095724
2024-01-01 11:00:00+00:00,10.985404193555075,33.65795061138587,8.066344905053516,433.80139118096923,2303.841789239205
2024-01-01 12:00:00+00:00,10.716690111127692,33.6914994682162,8.052181411902273,416.3085440306837,2304.84110525476
2024-01-01 13:00:00+00:00,11.188771190472938,33.70565211531765,8.073477353253574,396.85299474743175,2314.7054440261822
2024-01-01 14:00:00+00:00,11.647849704376755,33.717077464907234,8.06035444664256,394.05544912702135,2298.251584233563
2024-01-01 15:00:00+00:00,11.09450620791871,33.58091206241966,8.033890140706392,393.2922352421516,2302.9780679753444
2024-01-01 16:00:00+00:00,11.39163057011414,33.58868991572087,8.058522735258563,428.40877168062445,2306.309346741614
2024-01-01 17:00:00+00:00,11.03041997484078,33.63254519800753,8.0320417965826,401.812848880014,2302.9608291779027
2024-01-01 18:00:00+00:00,11.372387192186583,33.65122934234629,8.06886018302009,423.53290389211986,2308.610021502783
2024-01-01 19:00:00+00:00,11.052675338135334,33.63548158696587,8.050364386504574,421.0264392191461,2305.887834508515
2024-01-01 20:00:00+00:00,10.37804328102142,33.61995791666241,8.047737384482431,417.95339726135177,2307.4638315972516
2024-01-01 21:00:00+00:00,10.885024621869011,33.63255629122808,8.037887767156063,425.4463095176292,2306.7866899634223
2024-01-01 22:00:00+00:00,11.14312767698414,33.672130138383174,8.07602891033329,421.1909903865001,2305.6959613363574
2024-01-01 23:00:00+00:00,11.430141752124117,33.581670492806396,8.048559218622058,378.116697660711,2299.7707054424022
2024-01-02 00:00:00+00:00,11.061210229054831,33.765506565424346,8.043154975674842,413.85447229869646,2307.1189188790104
2024-01-02 01:00:00+00:00,11.11811114855116,33.649575399281446,8.044750584077144,425.03160569576994,2297.435041957926
2024-01-02 02:00:00+00:00,10.93489308721248,33.70125503071295,8.062511160844016,443.2055093116144,2302.905907416419
2024-01-02 03:00:00+00:00,11.581259475245819,33.6198992786184,8.059245579506593,443.8443405842541,2308.72536171766
2024-01-02 04:00:00+00:00,11.565096938292136,33.67780378873765,8.060263070541014,398.04642856440074,2312.2413926978634
2024-01-02 05:00:00+00:00,10.913926057932269,33.654277571781186,8.060696557425548,413.1940174862659,2318.0536521392933
2024-01-02 06:00:00+00:00,10.663786142138184,33.69230007005001,8.094984807368705,394.89438628090915,2304.1789148692073
2024-01-02 07:00:00+00:00,10.578460611609849,33.63971385977169,8.044095271902211,441.13059695422396,2302.0081716062473
2024-01-02 08:00:00+00:00,11.303553999789825,33.7274108623201,8.042050433382881,433.4713771489946,2308.9588192485407
2024-01-02 09:00:00+00:00,11.165009833836525,33.5754162927935,8.03609154795266,423.48356641473487,2315.710849039047
2024-01-02 10:00:00+00:00,10.891818016574435,33.69767410068356,8.064758304304426,420.6623860292157,2314.0383291261423
2024-01-02 11:00:00+00:00,11.209822420309287,33.656327643663815,8.075089873787727,438.826645555261,2301.2128060533355
2024-01-02 12:00:00+00:00,10.761086679659604,33.59966149029388,8.050303189568794,436.23327387998427,2305.6992497722163
2024-01-02 13:00:00+00:00,11.370576045395806,33.74836721055631,8.035850718642513,435.3802843135199,2310.667222461019
2024-01-02 14:00:00+00:00,11.019321762310774,33.74338481764407,8.0362359319622,424.80603068971544,2311.027528842025
2024-01-02 15:00:00+00:00,10.81149335200908,33.54744233066084,8.065809118724271,412.66362828145475,2309.401866425419
2024-01-02 16:00:00+00:00,11.027743711824707,33.660160946084524,8.06773405164419,429.35514631517236,2304.212394297299
2024-01-02 17:00:00+00:00,11.019323260129006,33.686790635402254,8.063803757362264,430.035124581707,2309.3845403958526
2024-01-02 18:00:00+00:00,11.251201831176928,33.67377845106777,8.039702180113222,414.88115726187465,2311.130042090504
2024-01-02 19:00:00+00:00,11.49340274281456,33.72765531599407,8.057727301433065,412.41820998868883,2301.836758111517
